marketid,MD,TH,SB
182,0.07431846603341877,0.02357610808787528,0.24519517672876948
183,0.06610637675706274,0.07753805100260532,0.05219914822199167
184,0.056291415473877976,0.018532550956632393,0.1564592710170231
185,0.04544080530424937,0.21341972239087956,0.028586237754477755
186,0.10045897741066824,0.0250490266266974,0.137439204761078
187,0.12176698055133053,0.20918282521308548,0.06923943771204946
188,0.07665741390670955,0.029805351106596586,0.016323590557442775
189,0.11932514791287745,0.026466553574746757,0.2327892817454065
190,0.08821119353556921,0.00318781633994552,0.22212235790601054
191,0.040874594508601404,0.19376924463719658,0.051923477370303395
192,0.01597496635395618,0.3775700152374482,0.12970246022410678
193,0.19329284835569144,0.06572854997454139,0.18486014549625607
194,0.05491763046399524,0.17527292690225935,0.12231386714392994
195,0.06157945051327521,0.17352099761451353,0.1055001371555074
196,0.04519613457992065,0.10352031057131279,0.1483852514883787
197,0.15277827375525643,0.2763700803842683,0.023614339210383785
198,0.10274653045645277,0.2640646535736699,0.22607876362850957
199,0.07867706197050955,0.3305424924785203,0.0374200093784009
200,0.0860041430879133,0.03906298788743384,0.08166593271860773
